Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Description,Organization Industries,Organization Website,Lead Investors,Investor Names
Seed Round - BoodleBox,https://www.crunchbase.com/funding_round/boodleai-seed--3911441d,BoodleBox,https://www.crunchbase.com/organization/boodleai,Seed,5000000,USD,5000000,2025-12-10,"BoodleBox is the collaborative platform for lifelong learning and work with AI. (Founded 2016, Pivoted July 2023, Recapitalized Dec 2024)","Artificial Intelligence (AI), EdTech, Software",http://boodlebox.ai,"Dogwood Ventures, Osage Venture Partners","City Light Capital, Dogwood Ventures, Educational Credit Management Corporation Group, Hivers and Strivers, JFF Ventures, Osage Venture Partners, Service Provider Capital, Utah Valley University"
Seed Round - Lucis,https://www.crunchbase.com/funding_round/lucis-c75c-seed--82ef4441,Lucis,https://www.crunchbase.com/organization/lucis-c75c,Seed,7200000,EUR,8461500,2025-12-16,Lucis provides a health technology platform focused on biological age measurement using advanced diagnostics and data analysis.,"Artificial Intelligence (AI), Consumer Software, Health Care, Medical, Personal Health",https://www.lucis.life,General Catalyst,"Circle & Co, General Catalyst, Kima Ventures, Motier Ventures, North South Ventures, Y Combinator"
Series A - vijil,https://www.crunchbase.com/funding_round/vijil-series-a--2c0631f8,vijil,https://www.crunchbase.com/organization/vijil,Series A,17000000,USD,17000000,2025-11-25,Vijil is an AI software startup that helps developers build and operate intelligent agents that people can trust.,"Artificial Intelligence (AI), Machine Learning, Software",https://www.vijil.ai,Brightmind Partners,"Brightmind Partners, Gradient, Mayfield Fund"
Series B - Manifold,https://www.crunchbase.com/funding_round/manifold-bb76-series-b--afdcb9b3,Manifold,https://www.crunchbase.com/organization/manifold-bb76,Series B,18000000,USD,18000000,2025-12-18,Manifold offers machine learning tools for analyzing operational data and supporting decision making in industrial and energy use cases.,"Artificial Intelligence (AI), Enterprise Software, Health Care, Life Science, Software",https://www.manifold.ai,Reach Capital,"Calibrate Ventures, Industry Ventures, Reach Capital, SilverArc Capital, TQ Ventures"
Seed Round - Helmet Security,https://www.crunchbase.com/funding_round/helmet-security-seed--150ac58f,Helmet Security,https://www.crunchbase.com/organization/helmet-security,Seed,9000000,USD,9000000,2025-12-04,Helmet Security builds the future of AI security.,"Artificial Intelligence (AI), Network Security, Software",https://www.helmetsecurity.com/,"SYN Ventures, WhiteRabbit Ventures","SYN Ventures, WhiteRabbit Ventures"
Angel Round - Astrall,https://www.crunchbase.com/funding_round/astrall-angel--bef25b6f,Astrall,https://www.crunchbase.com/organization/astrall,Angel,100000000,CNY,14194867,2025-12-17,"Astrall a robotics platform company founded by Odie, former head of DJI's core Inspire series,","Artificial Intelligence (AI), Manufacturing, Robotics",https://www.astralldynamics.cn/index.html,,"Boshang Family Office, Lanpu Venture, Yuhai Capital"
Seed Round - Qianjue Technology,https://www.crunchbase.com/funding_round/qianjue-technology-seed--6fd3a54a,Qianjue Technology,https://www.crunchbase.com/organization/qianjue-technology,Seed,100000000,CNY,14202931,2025-12-22,Qianjue Technology is a company that created the first full-stack application-level robot model.,"Artificial Intelligence (AI), Robotics",https://www.qj-robots.com,,
Seed Round - Arrowhead,https://www.crunchbase.com/funding_round/arrowhead-ddc0-seed--1607de3c,Arrowhead,https://www.crunchbase.com/organization/arrowhead-ddc0,Seed,3000000,USD,3000000,2026-01-07,Arrowhead provides an AI-powered virtual calling platform that automates inbound and outbound sales and customer engagement tasks.,"Artificial Intelligence (AI), Generative AI, Software",https://www.arrowhead.team,Stellaris Venture Partners,"Keyur Rajiv Kashikar, Kunal Shah, Madhusudanan R, Pramod Mohandas, Shadab Shamim, Stellaris Venture Partners"
Series A - Clover Security,https://www.crunchbase.com/funding_round/clover-security-series-a--36c9c2c7,Clover Security,https://www.crunchbase.com/organization/clover-security,Series A,30000000,USD,30000000,2025-11-25,Clover Security embeds AI agents to detect design flaws early in the earliest stages of development.,"Artificial Intelligence (AI), Cyber Security, Security",https://clover.security/,"Notable Capital, Team8","Assaf Rappaport, Cyber Club London, Notable Capital, Rain Capital, René Bonvanie, Shlomo Kramer, Silicon Valley CISO Investments, Team8, Yinon Costica"
Series A - HEN Technologies,https://www.crunchbase.com/funding_round/hen-nozzles-series-a--13a817e3,HEN Technologies,https://www.crunchbase.com/organization/hen-nozzles,Series A,20000000,USD,20000000,2025-12-17,HEN Technologies develops an AI- and IoT-enabled fire suppression ecosystem to improve firefighting efficiency and responder safety.,"Artificial Intelligence (AI), Industrial, Industrial Engineering, Internet of Things, Manufacturing, Product Design",https://hentechnologies.com,O'Neil Strategic Capital,"Narotam Sekhsaria Family Office, O'Neil Strategic Capital, Tanas Capital, z21 Ventures"
Seed Round - Mindoo AI,https://www.crunchbase.com/funding_round/mindoo-ai-seed--798188de,Mindoo AI,https://www.crunchbase.com/organization/mindoo-ai,Seed,5000000,EUR,5883190,2025-12-16,"AI platform for hospitals, clinics, and healthcare organizations, with per-use and subscription-based pricing models.","Artificial Intelligence (AI), Health Care, Medical, Software",https://mindoo.ai/,6 Degrees Capital,"6 Degrees Capital, Syndicate One"
Pre Seed Round - Diald AI,https://www.crunchbase.com/funding_round/diald-pre-seed--776402f3,Diald AI,https://www.crunchbase.com/organization/diald,Pre-Seed,3750000,USD,3750000,2025-12-09,Diald is a property tech company that creates detailed commercial real estate research reports using AI and data analysis.,"Analytics, Artificial Intelligence (AI), Commercial Real Estate, Property Management, Software",https://www.diald.ai,Feedback Ventures,"Feedback Ventures, The Invention Lab"
Series A - Vambe,https://www.crunchbase.com/funding_round/vambe-series-a--ad94faef,Vambe,https://www.crunchbase.com/organization/vambe,Series A,14000000,USD,14000000,2025-12-03,Vambe is a multi-channel AI sales representative who handles customer interactions at all stages of the sales process.,"Artificial Intelligence (AI), Business Development, Customer Service",https://vambe.ai/,"Atlantico, Cathay Innovation, MONASHEES, Tekton Ventures","Atlantico, Cathay Innovation, Chile Ventures, M13, MONASHEES, Nazca Ventures, SkyDeck Berkeley, Tekton Ventures"
Series A - YO Labs,https://www.crunchbase.com/funding_round/yo-labs-de5e-series-a--d272ac49,YO Labs,https://www.crunchbase.com/organization/yo-labs-de5e,Series A,10000000,USD,10000000,2025-12-14,YO Labs automates crypto yield generation by rebalancing capital across DeFi protocols,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Web3",https://www.yo.xyz,Foundation Capital,"Coinbase Ventures, Foundation Capital, Launchpad Capital, Scribble Ventures"
Seed Round - AgileRL,https://www.crunchbase.com/funding_round/agilerl-seed--da3520bb,AgileRL,https://www.crunchbase.com/organization/agilerl,Seed,7500000,USD,7500000,2026-01-07,AgileRL is streamlining reinforcement learning with RLOps and democratising access to building human-level artificial intelligence systems.,"Artificial Intelligence (AI), Machine Learning, Software",https://agilerl.com,Fusion Fund,"Counterview Capital, Entrepreneurs First, Flying Fish Partners, Fusion Fund, Octopus Ventures"
Seed Round - Unusual AI,https://www.crunchbase.com/funding_round/unusual-ai-seed--4dd5d19f,Unusual AI,https://www.crunchbase.com/organization/unusual-ai,Seed,3600000,USD,3600000,2026-01-02,Unusual AI is an IT and Internet firm offering AI that personalise website according to visitors for more conversions.,"Artificial Intelligence (AI), Information Technology, Internet",https://www.unusual.ai/,BoxGroup,"BoxGroup, Long Journey Ventures, Max Mullen, Phosphor Capital, Y Combinator"
Seed Round - Clipbook,https://www.crunchbase.com/funding_round/clipbook-f39e-seed--1d4de5f5,Clipbook,https://www.crunchbase.com/organization/clipbook-f39e,Seed,3300000,USD,3300000,2025-12-01,"Clipbook is an AI-powered research and analysis platform designed for public relations, communications, and public affairs teams.","Artificial Intelligence (AI), Information and Communications Technology (ICT), Software",https://clipbook.com/,"Carpenter Capital, Commonweal Ventures, Mark Cuban","Carpenter Capital, Commonweal Ventures, Mark Cuban"
Seed Round - Kaaj AI,https://www.crunchbase.com/funding_round/kaaj-ai-seed--8ef1ad33,Kaaj AI,https://www.crunchbase.com/organization/kaaj-ai,Seed,3800000,USD,3800000,2025-11-18,Kaaj is an agentic AI credit intelligence platform that delivers decision-ready analysis tailored to a lender’s credit policy in minutes.,"Agentic AI, Artificial Intelligence (AI), Financial Services, FinTech, Software",https://kaaj.ai,Kindred Ventures,"Better Tomorrow Ventures, Coughdrop Capital, Karman Ventures, Kindred Ventures, Pythia Ventures"
Seed Round - Onton,https://www.crunchbase.com/funding_round/deft-seed--d072a5f3,Onton,https://www.crunchbase.com/organization/deft,Seed,7500000,USD,7500000,2025-11-26,Onton is an e-commerce search engine that uses knowledge graphs and language models.,"Artificial Intelligence (AI), E-Commerce, Image Recognition, Machine Learning, Product Search, Search Engine",https://onton.com,Footwork,"43, Footwork, Liquid 2 Ventures, Parable VC, Umami Capital"
Seed Round - BON Credit,https://www.crunchbase.com/funding_round/bon-credit-seed--e58dca2f,BON Credit,https://www.crunchbase.com/organization/bon-credit,Seed,3500000,USD,3500000,2025-12-09,"BON Credit is an AI-powered credit platform that helps customers understand, manage, and improve credit intelligently.","Artificial Intelligence (AI), Credit, Credit Cards",https://boncredit.ai/,VenturesLab,"Accel Ventures scout fund, Hustle Fund, MBA Ventures, Outside VC, Sequoia Scout, VenturesLab"
Seed Round - a2z Radiology AI,https://www.crunchbase.com/funding_round/a2z-radiology-ai-seed--b1a31498,a2z Radiology AI,https://www.crunchbase.com/organization/a2z-radiology-ai,Seed,4500000,USD,4500000,2025-12-09,A2z Radiology AI is a healthcare technology company that specialises in AI-powered solutions for radiology.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology",https://a2zradiology.ai,Khosla Ventures,"Khosla Ventures, SeaX Ventures"
Seed Round - Strataphy,https://www.crunchbase.com/funding_round/strataphy-seed--65e7ee4a,Strataphy,https://www.crunchbase.com/organization/strataphy,Seed,6000000,USD,6000000,2025-11-24,"Strataphy offers geothermal cooling via a service model for buildings, industry, data centers, and aquaculture.","Artificial Intelligence (AI), Consulting, Geothermal Energy",https://www.strataphy.com,"Outliers Venture Capital, Shorooq Partners","Outliers Venture Capital, Plus Venture Capital, Shorooq Partners"
Series A - EVERTRUST,https://www.crunchbase.com/funding_round/evertrust-21dd-series-a--97277dc7,EVERTRUST,https://www.crunchbase.com/organization/evertrust-21dd,Series A,10000000,EUR,11645795,2025-12-09,"EVERTRUST helps organizations with software programs, cloud, IT infrastructure, certificate automation, and consulting services.","Artificial Intelligence (AI), Cloud Infrastructure, Cyber Security, Information Technology, IT Infrastructure, Software",https://evertrust.io,Elephant,Elephant
Seed Round - Orq.ai,https://www.crunchbase.com/funding_round/orqai-seed--03661c6a,Orq.ai,https://www.crunchbase.com/organization/orqai,Seed,5000000,EUR,5819631,2025-12-03,"Orq.ai offers a generative-AI platform that helps software, product, and AI teams build, deploy, and manage applications.","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",https://orq.ai,"Galion.exe, seed + speed Ventures","Adriaan Mol, Curiosity VC, Daniel Gebler, Galion.exe, Golden Egg Check Capital, Sam Bourton, seed + speed Ventures, Spacetime, Waves Capital, xdeck, XO Ventures"
Seed Round - Ulink Intelligent,https://www.crunchbase.com/funding_round/ulink-intelligent-seed--d350e2be,Ulink Intelligent,https://www.crunchbase.com/organization/ulink-intelligent,Seed,5000000,USD,5000000,2025-12-11,Ulink Intelligent is a high-tech enterprise specializing in the research and development of physical AI infrastructure.,"Artificial Intelligence (AI), Business Intelligence, Software",,Sense Capital,"CMB International Capital Corporation, Sense Capital"
Series A - Trendtracker,https://www.crunchbase.com/funding_round/trensition-series-a--26b01e82,Trendtracker,https://www.crunchbase.com/organization/trensition,Series A,5900000,EUR,6859675,2025-12-10,Trendtracker is an innovative AI-powered strategic and foresight intelligence tool.,"Artificial Intelligence (AI), Banking, Finance, Information Technology, Predictive Analytics, Software",https://trendtracker.ai,Armilar Venture Partners,"Armilar Venture Partners, Capricorn Partners"
Series A - Shargetech,https://www.crunchbase.com/funding_round/shargetech-series-a--4958edc9,Shargetech,https://www.crunchbase.com/organization/shargetech,Series A,100000000,CNY,14272054,2025-12-28,Shargetech is an AI model developer that develops and manufactures gallium nitride (GaN) chargers for consumers.,"Artificial Intelligence (AI), Electronics, Software",https://www.shargetech.com,,"Planck Venture, Sky Factory Venture Capital Fund, Wuhan Linkong Economic and Technological Development Zone"
Seed Round - Anyformat,https://www.crunchbase.com/funding_round/anyformat-seed--4aadf056,Anyformat,https://www.crunchbase.com/organization/anyformat,Seed,3300000,EUR,3829915,2025-11-27,"Anyformat, end-to-end generative AI document cloud with best-in-class parsing API + DocOps cloud, built on audit-grade explainability.",Artificial Intelligence (AI),https://www.anyformat.ai/,Kibo Ventures,"4Founders Capital, Abac Nest, Decelera, Kibo Ventures"
Seed Round - CoPlane,https://www.crunchbase.com/funding_round/coplane-seed--c1677bd8,CoPlane,https://www.crunchbase.com/organization/coplane,Seed,14000000,USD,14000000,2025-11-25,"CoPlane is an AI-powered platform that enables finance and accounting teams to design, run, monitor, and adapt operational workflows.","Artificial Intelligence (AI), Financial Services, Information Technology, Software",https://coplane.com,Ribbit Capital,"Optum Ventures, Ribbit Capital, Stripe, Terrain"
